"source_current_role_id","source_current_masco_code","source_current_role_title","masco2020_role_id","masco2020_code","masco2020_title","status","remap_method","remap_confidence","reason","primary_profile_for_target","source_count_for_target","target_count_for_source","source_esco_code","source_esco_title","source_portal_url","masco2020_pdf_page","masco2020_source_url","grade_source_url","alternative_2020_code","official_crosswalk"
"M212102","212102","Statistician","M212106","212106","Statistician, Applied Statistics","retained","reviewed_functional_equivalent","medium","The current generic statistician performs applied statistical analysis; retain the 2020 applied-statistics occupation, not a public-service grade or every statistical specialty.","true","1","1","2120.6","statistician","https://emasco.mohr.gov.my/masco/2121-02","329","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329","","","false"
"M212103","212103","Actuary","M212112","212112","Pricing Actuarie","retained","combined_title_split","medium","The generic current actuary explicitly performs pricing and valuation/reserving. Retain these 2020 specialisations; do not infer the formal Appointed Actuary status.","true","1","2","2120.1","actuarial consultant","https://emasco.mohr.gov.my/masco/2121-03","329","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329","","","false"
"M212103","212103","Actuary","M212113","212113","Valuation Actuarie","retained","combined_title_split","medium","The generic current actuary explicitly performs pricing and valuation/reserving. Retain these 2020 specialisations; do not infer the formal Appointed Actuary status.","true","1","2","2120.1","actuarial consultant","https://emasco.mohr.gov.my/masco/2121-03","329","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329","","","false"
"M212104","212104","Metrologist","M212115","212115","Metrologist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2112.2","metrologist","https://emasco.mohr.gov.my/masco/2121-04","329","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329","","","false"
"M212105","212105","Statistician Grade E9","M212101","212101","Statistician Grade E41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2120.6","statistician","https://emasco.mohr.gov.my/masco/2121-05","328","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=328","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M213101","213101","Microbiologist","M213103","213103","Microbiologist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2131.4.10","microbiologist","https://emasco.mohr.gov.my/masco/2131-01","329","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329","","","false"
"M213102","213102","Serologist","M213104","213104","Serologist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2131.6","immunologist","https://emasco.mohr.gov.my/masco/2131-02","329","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329","","","false"
"M213103","213103","Biologist","M213108","213108","Biologist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2131.4","biologist","https://emasco.mohr.gov.my/masco/2131-03","329","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329","","","false"
"M213104","213104","Cytologist","M213117","213117","Cystologist","retained","title_variant","high","Same occupational identity after word-order, singular/plural, spelling, acronym-position or explicit competent-person title-wrapper variation. Preserve the official 2020 printed title.","true","1","1","2269.13.1","cytotechnologist","https://emasco.mohr.gov.my/masco/2131-04","329","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329","","","false"
"M213105","213105","Botanist","M213120","213120","Botanist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2131.4.6","botanist","https://emasco.mohr.gov.my/masco/2131-05","329","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329","","","false"
"M213106","213106","Ecologist","M213151","213151","Ecologist","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2133.5","ecologist","https://emasco.mohr.gov.my/masco/2131-06","330","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330","","","false"
"M213107","213107","Wildlife Officer Grade G9","M213101","213101","Wildlife Officer Grade G41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2133.9","nature conservation officer","https://emasco.mohr.gov.my/masco/2131-07","329","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M213201","213201","Agricultural Officer","M213205","213205","Agricultural Officer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2132.2","agronomist","https://emasco.mohr.gov.my/masco/2132-01","330","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330","","","false"
"M213202","213202","Farm Demonstrator","M213209","213209","Farm Demonstrator","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2132.2","agronomist","https://emasco.mohr.gov.my/masco/2132-02","330","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330","","","false"
"M213203","213203","Forestry Officer","M213210","213210","Forestry Officer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2132.5","forestry adviser","https://emasco.mohr.gov.my/masco/2132-03","330","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330","","","false"
"M213204","213204","Aquaculture Executive","M213214","213214","Aquaculture Executive","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","1312.3","aquaculture production manager","https://emasco.mohr.gov.my/masco/2132-04","330","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330","","","false"
"M213206","213206","Conservator of Forests Grade G9","M213202","213202","Conservator of Forests Grade G41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2132.5","forestry adviser","https://emasco.mohr.gov.my/masco/2132-06","330","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M213207","213207","Agricultural Officer Grade G9","M213203","213203","Agricultural Officer Grade G41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2132.2","agronomist","https://emasco.mohr.gov.my/masco/2132-07","330","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M213208","213208","Land Planning Officer Grade G9","M213204","213204","Land Planning Officer Grade G41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2164.1","land planner","https://emasco.mohr.gov.my/masco/2132-08","330","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
